project_id,building_id,designation_id,project_halted,project_general_last_update,building_count,designation_count,gush,helka,X,Y,municipality_id,municipality_name,building_info_last_update,building_street,building_address_number,building_address_entrance,building_migrash,floors_above_ground,building_area,standard_name_id,standard_name,standard_designation_id,standard_designation_name,standard_designation_main_use,main_use_name,route,designation_area,residential_units,designation_info_last_update,certification_status,certificate_date_pre,certificate_insert_date_pre,certificate_score_pre,certificate_stars_pre,certificate_energy_pre,certificate_date_a,certificate_insert_date_a,certificate_score_a,certificate_stars_a,certificate_energy_a,certificate_date_b,certificate_insert_date_b,certificate_score_b,certificate_stars_b,certificate_energy_b,designation_info_status
3864,4303,4986,הבדיקה בוצעה,10/12/2024,1,1,3930,189,182681.98437896874,652749.9687579375,67,ראשון לציון,02/12/2024,"רש""י",41,,,6,998,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,998,10,10/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
3865,4304,4987,הבדיקה בוצעה,10/12/2024,1,1,7000,180,176205.0986136656,660021.425254775,1216,תל אביב - יפו,02/12/2024,"סוקרטס ",,,,9,946,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,946,46,10/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
3866,4305,4988,הבדיקה בוצעה,10/12/2024,1,1,6397,"107, 108",189767.39080942748,665192.4096747919,55,פתח תקווה,02/12/2024,סלנט,,,,9,1620,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1620,54,10/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
3869,4308,4991,הבדיקה בוצעה,10/12/2024,1,1,"6946 ",30,179374.98437896874,662715.6692701718,1216,תל אביב - יפו,02/12/2024,הגדוד העברי 61,,,,5,460,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,460,23,10/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
3873,4312,4994,הבדיקה בוצעה,02/12/2024,1,1,11834,165,207055.63021759377,726930,1290,יקנעם (מושבה),02/12/2024,דרך הארגמון,10,,102,8,8243.69,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,8243.69,56,02/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
3885,4324,5006,הבדיקה בוצעה,02/12/2024,1,1,39982,6,158386,593659,49,נתיבות,02/12/2024,"רמות יורם ",,,214,18,14894,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,14894,149,19/06/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
3890,4329,5011,הבדיקה בוצעה,02/12/2024,1,1,6442,278,189644.09666052563,672726.8536213419,20,הוד השרון,02/12/2024,אהובה עוזרי,4,,1024,7,2954,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2954,10,02/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
3893,4332,5014,הבדיקה בוצעה,02/12/2024,1,1,6232,60,185488.60613028222,660966.425920002,71,רמת גן,02/12/2024,"דרך מוטה גור ",201,,201,9,3804,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,3804,88,02/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
3895,4334,5016,הבדיקה בוצעה,02/12/2024,1,1,,,183552.01562103123,664936.9921894844,71,רמת גן,02/12/2024,חצור,8-12,,,10,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,72,02/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
3896,4335,5017,הבדיקה בוצעה,02/12/2024,2,1,7129,66,176634.97281864562,657709.1057715181,16,בת ים,02/12/2024,כט בנובמבר 5,,,,7,2500,5,2016 סיוון התשע״ו - מאי,26,אכסון תיירותי - חדש + ג.ת.1,50,אכסון תיירותי,חדש,2500,40,02/12/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
